0.1	44.421234
0.2	44.421234
0.3	44.421234
0.4	44.421234
0.5	44.421234
0.6	44.421234
0.7	44.421234
0.8	44.421234
0.9	44.421234
1.0	44.421234
1.1	44.421234
1.2	44.421234
1.3	44.421234
1.4	44.421234
1.5	44.421234
1.6	44.421234
1.7	44.421234
1.8	44.421234
1.9	44.421234
2.0	44.421234
2.1	44.421234
2.2	44.421234
2.3	44.421234
2.4	44.421234
2.5	44.421234
2.6	44.421234
2.7	44.421234
2.8	44.421234
2.9	44.421234
3.0	44.421221
3.1	44.421192
3.2	44.421161
3.3	44.421112
3.4	44.421045
3.5	44.420940
3.6	44.420801
3.7	44.416391
3.8	44.412573
3.9	44.410327
4.0	44.407692
4.1	44.405588
4.2	44.403165
4.3	44.398752
4.4	44.394443
4.5	44.390332
4.6	44.386644
4.7	44.382822
4.8	44.378815
4.9	44.374386
5.0	44.369969
5.1	44.365689
5.2	44.361273
5.3	44.357104
5.4	44.353160
5.5	44.349466
5.6	44.346067
5.7	44.343050
5.8	44.340351
5.9	44.337917
6.0	44.335726
6.1	44.333728
6.2	44.331891
6.3	44.330191
6.4	44.328617
6.5	44.327110
6.6	44.325637
6.7	44.324155
6.8	44.322693
6.9	44.321260
7.0	44.319821
7.1	44.318380
7.2	44.316940
7.3	44.315482
7.4	44.314054
7.5	44.312615
7.6	44.311194
7.7	44.309860
7.8	44.308596
7.9	44.307382
8.0	44.306167
8.1	44.304961
8.2	44.303827
8.3	44.302731
8.4	44.301736
8.5	44.300770
8.6	44.299798
8.7	44.298796
8.8	44.297705
8.9	44.296551
9.0	44.295485
9.1	44.294570
9.2	44.293729
9.3	44.292950
9.4	44.292173
9.5	44.291356
9.6	44.290491
9.7	44.289569
9.8	44.288580
9.9	44.287413
10.0	44.286085
10.1	44.284767
10.2	44.283210
10.3	44.281332
10.4	44.279306
10.5	44.277538
10.6	44.275350
10.7	44.272393
10.8	44.265666
10.9	44.255307
11.0	44.244793
11.1	44.233946
11.2	44.222992
11.3	44.211530
11.4	44.199656
11.5	44.187614
11.6	44.174804
11.7	44.161828
11.8	44.149781
11.9	44.138858
12.0	44.129008
12.1	44.120625
12.2	44.113396
12.3	44.107005
12.4	44.101231
12.5	44.095888
12.6	44.090961
12.7	44.086413
12.8	44.082132
12.9	44.078054
13.0	44.074183
13.1	44.070565
13.2	44.067184
13.3	44.063961
13.4	44.060834
13.5	44.057864
13.6	44.055003
13.7	44.052226
13.8	44.049483
13.9	44.046827
14.0	44.044290
14.1	44.041809
14.2	44.039391
14.3	44.036957
14.4	44.034527
14.5	44.032047
14.6	44.029497
14.7	44.026825
14.8	44.023820
14.9	44.020519
15.0	44.016632
15.1	44.012195
15.2	44.007748
15.3	44.002369
15.4	43.997371
15.5	43.993088
15.6	43.988639
15.7	43.984371
15.8	43.980261
15.9	43.976625
16.0	43.973255
16.1	43.969949
16.2	43.966617
16.3	43.963361
16.4	43.960364
16.5	43.957492
16.6	43.954670
16.7	43.951822
16.8	43.948828
16.9	43.945800
17.0	43.942527
17.1	43.938848
17.2	43.934363
17.3	43.928814
17.4	43.922879
17.5	43.916557
17.6	43.910316
17.7	43.903184
17.8	43.896232
17.9	43.888312
18.0	43.877765
18.1	43.865206
18.2	43.847615
18.3	43.827409
18.4	43.802057
18.5	43.769383
18.6	43.733253
18.7	43.698409
18.8	43.668999
18.9	43.638619
19.0	43.611562
19.1	43.578070
19.2	43.546395
19.3	43.503349
19.4	43.445856
19.5	43.388537
19.6	43.333633
19.7	43.274250
19.8	43.208613
19.9	43.140359
20.0	43.071753
